Sex,Length,Diameter,Height,SWeight
0,1.5625,1.2125,0.4,17.8885345
0,1.45,1.1375,0.425,11.566596
1,1.5125,1.175,0.3875,11.1413535
1,1.5375,1.225,0.475,13.31009025
0,1.3375,1.0125,0.35,11.396499
0,1.625,1.2875,0.3125,14.84096325
1,2,1.575,0.4875,26.4500835
1,1.15,1.0625,0.3875,8.51902475
1,1.4125,1.1375,0.325,12.4454305
0,1.525,1.125,0.375,11.5382465
0,1.4875,1.2125,0.375,15.03940975
1,1.3375,1.125,0.3375,9.128539
0,1.125,0.8625,0.2625,5.10291
1,1.55,1.25,0.375,16.896302
0,1.4,1.1,0.4,9.36950975
0,1.575,1.225,0.425,14.89766225
0,1.2125,0.9875,0.35,6.47786075
0,1.1375,0.8875,0.325,5.6699
1,1.3,1.0375,0.3625,9.42620875
0,1.7125,1.2625,0.475,18.9091165
0,1.3875,1.15,0.4,9.48290775
0,1.6375,1.225,0.4375,18.12950525
1,1.4125,1.1,0.3375,11.1413535
1,1.575,1.25,0.4375,13.2392165
1,1.5375,1.2375,0.4125,15.35125425
1,1.775,1.35,0.5125,22.736299
0,0.925,0.7,0.2625,2.31048425
1,1.425,1.125,0.45,11.38232425
1,1.825,1.4,0.475,22.6512505
0,1.675,1.3125,0.45,22.69377475
0,1.0625,0.8125,0.2375,4.83358975
0,1.55,1.15,0.425,15.1669825
1,1.4375,1.125,0.425,10.70193625
1,1.5625,1.2125,0.5,16.57028275
1,1.3875,1.0625,0.35,7.994559
0,1.575,1.2875,0.4125,13.834556
0,1.575,1.2625,0.3875,13.947954
1,1.5375,1.2125,0.4,14.18892475
0,1.575,1.275,0.575,15.97494325
1,1.6125,1.225,0.4,14.21727425
1,1.55,1.2,0.4375,13.154168
1,1.15,0.95,0.325,8.50485
0,1.6375,1.45,0.5125,27.1871705
1,1.3375,1,0.375,17.519991
0,1.6125,1.225,0.4,15.18115725
1,1.175,0.8875,0.325,5.68407475
1,1.1875,0.9375,0.3125,7.86698625
0,1.45,1.1375,0.375,14.13222575
0,1.4,1.125,0.3625,12.0485375
1,1.325,0.9875,0.2875,7.0590255
0,1.675,1.3,0.4125,20.1564945
1,1.5625,1.225,0.3875,18.92329125
0,1.8375,1.475,0.5375,20.62426125
0,1.4125,1.1,0.3875,9.865626
0,1.5125,1.1875,0.4375,15.29455525
0,1.8,1.4,0.45,19.5895045
1,1.675,1.325,0.5625,17.860185
0,1.65,1.275,0.45,14.17475
1,1.4125,1.2,0.4375,11.01378075
1,1.725,1.375,0.45,24.70658925
1,1.625,1.3125,0.475,25.16018125
0,1.1375,0.875,0.3,5.14543425
0,1.1,0.8875,0.3125,3.742134
0,1.1625,0.875,0.35,5.71242425
1,1.6125,1.3,0.45,16.37183625
0,1.3,0.95,0.3375,7.10154975
0,1.625,1.2875,0.4625,21.262125
1,1.6875,1.35,0.525,19.447757
0,1.5,1.175,0.375,11.97766375
1,1.225,0.9,0.275,4.5642695
0,1,0.7625,0.325,2.721552
0,1.325,1.0875,0.3875,8.164656
0,1.5875,1.1875,0.425,14.75591475
0,1.525,1.1875,0.4125,12.133586
1,1.6,1.25,0.425,19.6462035
0,1.4125,1.125,0.3875,13.42348825
0,1.525,1.2125,0.4375,15.422128
0,1.5875,1.275,0.525,18.52639825
0,1,0.75,0.3125,5.4147545
1,1.5375,1.2875,0.425,12.20445975
0,1.6625,1.3375,0.5625,21.36134825
0,1.575,1.2,0.3625,12.00601325
0,1.55,1.2375,0.45,16.34348675
1,1.5,1.15,0.3625,11.29727575
0,1.4875,1.2,0.4125,13.70698325
1,1.125,0.8125,0.3375,5.11708475
1,1.7625,1.3875,0.4875,20.14231975
0,1.5125,1.1625,0.4125,11.94931425
0,1.35,1.025,0.325,6.73300625
1,1.55,1.2125,0.4375,15.0535845
1,1.25,1,0.3125,7.3992195
1,1.4875,1.1875,0.4,15.5071765
1,1.3875,1.075,0.3375,11.49572225
0,1.7625,1.4,0.4125,22.5945515
0,1.5375,1.2,0.4625,14.13222575
0,1.45,1.1,0.4,9.53960675
1,1.6375,1.2625,0.4125,16.54193325
0,1.6375,1.325,0.4375,13.777857
1,1.6,1.2875,0.5125,18.80989325
1,1.55,1.2375,0.425,10.546014
1,1.8,1.3125,0.45,17.8885345
1,1.55,1.225,0.4,13.9763035
0,1.5375,1.1875,0.4375,13.13999325
1,1.4125,1.125,0.4375,12.6722265
0,1.675,1.2625,0.4,17.73261225
1,1.0375,0.7625,0.325,3.69960975
0,1.625,1.3,0.3875,17.53416575
0,1.275,1,0.325,7.654365
0,1.25,0.95,0.3375,6.50621025
0,1.025,0.775,0.3125,4.01145425
1,1.65,1.325,0.4625,13.9763035
0,1.475,1.125,0.4,12.6155275
1,1.2875,0.9875,0.4125,5.40057975
1,1.6125,1.25,0.3875,17.42076775
1,1.5125,1.2375,0.425,14.968536
1,1.175,0.9,0.3625,4.89028875
0,1.5625,1.2375,0.4625,20.14231975
1,1.475,1.1375,0.375,13.1825175
1,1.3375,1,0.3375,11.15552825
0,1.575,1.2375,0.45,14.0330025
0,1.625,1.2875,0.45,18.653971
1,1.15,0.8875,0.325,6.25106475
1,1.1375,0.9,0.275,5.839997
0,1.475,1.1625,0.3875,14.86931275
0,1.35,1.0125,0.3875,9.14271375
1,1.4125,1.125,0.4875,11.509897
1,1.7875,1.4625,0.575,24.53649225
1,1.55,1.2,0.4125,13.70698325
1,1.1,0.85,0.25,5.329706
0,1.4375,1.15,0.3875,12.51630425
1,1.5625,1.225,0.3625,12.3887315
1,1.5125,1.225,0.375,14.92601175
1,1.3,1.15,0.375,14.8267885
0,1.2,0.8875,0.4,6.2652395
1,0.9625,0.75,0.25,3.16096925
1,1.375,1.0625,0.3375,10.262519
1,1.2875,1,0.425,7.314171
0,1.375,1.075,0.325,8.94426725
0,1.7125,1.3375,0.4375,18.0586315
1,1.325,1.0625,0.325,5.99591925
1,1.875,1.4125,0.5375,21.92833825
0,1.2,0.925,0.25,6.8889285
0,1.375,1.125,0.425,8.9867915
0,1.4375,1.2,0.375,12.34620725
1,1.525,1.2375,0.4125,12.82814875
0,1.5375,1.2375,0.5,15.989118
0,1.1875,0.925,0.3125,7.540967
1,1.5625,1.2125,0.3375,17.293195
0,1.25,0.95,0.3125,7.6260155
1,1.4125,1.125,0.3625,11.94931425
1,1.5875,1.2625,0.425,17.1514475
0,1.7375,1.375,0.5375,20.19901875
0,1.675,1.35,0.4875,15.081934
0,1.3125,1.025,0.325,10.95708175
0,1.175,0.925,0.3,8.3064035
0,1.675,1.3125,0.45,20.638436
0,1.2625,0.975,0.2875,7.29999625
1,1.1,0.85,0.325,4.3374735
1,1.6125,1.275,0.45,22.15513425
0,0.975,0.75,0.225,4.0539785
1,1.375,0.95,0.4125,15.3937785
1,1.5625,1.2875,0.375,14.84096325
1,1.5125,1.175,0.4,15.32290475
0,1.575,1.2625,0.425,13.08329425
0,1.5125,1.225,0.3875,14.2597985
0,1.5875,1.2375,0.4875,12.6155275
0,1.25,0.9125,0.325,8.7599955
0,1.2625,1,0.3875,7.69688925
0,1.65,1.2625,0.475,19.20678625
0,1.3875,1.125,0.4375,9.28446125
1,1.7,1.375,0.4375,23.1048425
1,1.175,0.9375,0.3125,7.144074
1,1.375,1.075,0.375,11.1980525
1,1.65,1.325,0.425,14.7133905
0,1.375,1.15,0.325,8.6465975
1,1.5625,1.1875,0.325,9.05766525
0,1.2875,0.975,0.35,9.6671795
1,1.6875,1.3375,0.4,16.782904
0,1.575,1.2625,0.5625,15.87572
1,1.425,1.125,0.4375,10.77281
1,1.5875,1.25,0.45,15.2803805
1,1.525,1.25,0.45,14.69921575
0,1.4125,1.125,0.4,11.7650425
1,1.375,1.0625,0.3625,8.4198015
0,1.6,1.4125,0.575,18.257078
0,1.4125,1.1375,0.375,12.587178
1,1.55,1.2125,0.3875,14.47241975
0,1.25,0.9625,0.3,6.53455975
0,1.6125,1.225,0.4375,18.49804875
1,1.375,1.0125,0.3125,8.40562675
1,1.2875,1.0875,0.425,7.83863675
0,1.4125,1.1625,0.375,10.6877615
1,1.575,1.2125,0.475,13.13999325
1,0.9875,0.75,0.2625,4.06815325
0,1.55,1.275,0.4375,16.20173925
1,1.475,1.1125,0.325,10.84368375
1,0.9375,0.725,0.2875,2.6365035
0,1.6,1.3125,0.5,12.47378
0,1.55,1.2125,0.3875,13.097469
1,1.4625,1.05,0.3875,12.530479
1,1.325,1.1375,0.4125,8.94426725
0,1.45,1.1625,0.4,8.9300925
0,1.475,1.1875,0.4125,12.88484775
0,1.3625,1.05,0.3125,10.0073735
0,0.8875,0.7,0.2375,2.70737725
0,1.65,1.2875,0.4875,20.82270775
0,1.25,1.0125,0.35,6.8322295
0,1.2,0.9375,0.2875,9.08601475
1,1.3,1,0.325,6.0951425
1,1.575,1.25,0.425,15.86154525
0,1.4125,1.1,0.2875,11.453198
0,1.775,1.375,0.5,25.004259
1,1.3625,1.05,0.4375,7.257472
0,0.9,0.675,0.225,2.3530085
1,1.5125,1.2625,0.45,20.65261075
0,1.3875,1.0875,0.3625,14.13222575
0,1.3625,1.075,0.3875,11.5949455
1,1.025,0.7875,0.275,3.55786225
1,1.1,0.85,0.2625,4.195726
1,1.225,1,0.3625,5.953395
0,0.9375,0.7625,0.225,3.95475525
1,1.525,1.15,0.3625,13.551061
1,1.3,1.0125,0.3625,10.02154825
1,1.8375,1.4125,0.5625,24.664065
1,1.55,1.3,0.5625,10.716111
0,1.6,1.2875,0.4125,17.916884
1,1.5125,1.2125,0.4,10.489315
0,1.4375,1.175,0.4125,8.278054
1,1.325,1.025,0.325,8.561549
0,1.45,1.075,0.325,10.3475675
1,1.325,1.025,0.4125,6.80388
0,1.4625,1.1375,0.5625,10.81533425
0,1.25,0.975,0.3375,10.2341695
1,1.125,0.875,0.3375,6.5487345
1,1.275,0.975,0.2625,5.3013565
0,1.5625,1.2,0.4375,13.79203175
1,1.675,1.4625,0.4,15.43630275
0,1.375,1.1,0.3375,10.432616
0,1.5875,1.275,0.3875,12.133586
0,1.3125,1.0125,0.3375,9.36950975
1,1.6125,1.3125,0.475,18.75319425
0,1.75,1.325,0.475,15.535526
0,1.5,1.2375,0.4375,17.179797
1,1.4125,1.1,0.4,10.035723
0,1.55,1.1625,0.4625,16.4143605
1,1.4125,1,0.325,8.71747125
0,1.575,1.275,0.4375,18.63979625
1,1.2875,1.0125,0.3,8.20718025
0,1.5625,1.2375,0.4375,16.48523425
1,1.4375,1.2,0.4125,14.4865945
1,1.25,0.95,0.3875,6.81805475
0,1.45,1.175,0.4125,15.30873
0,1.55,1.275,0.4375,12.40290625
0,1.725,1.375,0.5,20.751834
1,1.525,1.2125,0.4125,11.15552825
0,1.625,1.2375,0.4,15.592225
0,1.0375,0.8,0.25,3.44446425
1,1.4875,1.1625,0.3625,9.70970375
0,1.3375,1.05,0.3125,10.0640725
1,1.425,1.1375,0.375,15.30873
0,1.575,1.225,0.475,13.99047825
1,0.9375,0.675,0.3375,7.711064
0,1.4375,1.1875,0.3625,10.39009175
0,1.25,1.025,0.375,7.98038425
0,1.4,1.1,0.325,6.87475375
0,1.4375,1.0875,0.325,10.432616
0,1.1125,0.8625,0.35,5.82582225
1,1.4125,1.1375,0.4375,9.695529
0,1.45,1.15,0.4125,13.4093135
1,1.2125,0.95,0.375,6.10931725
0,1.8,1.425,0.5,26.0531905
0,1.6,1.2625,0.45,16.726205
0,1.325,1.075,0.3375,7.93786
0,1.5375,1.1875,0.3875,12.40290625
0,1.4125,1.1375,0.4625,10.035723
0,1.4375,1.175,0.35,9.87980075
0,1.525,1.1875,0.375,17.57669
1,1.7375,1.3375,0.4375,15.49300175
0,1.3875,1.1125,0.3375,9.525432
1,1.7375,1.3375,0.4375,22.77882325
0,1.375,1.1,0.4,9.865626
0,1.225,1.05,0.3125,6.7755305
0,1.675,1.3125,0.4875,18.69649525
0,1.75,1.375,0.4875,19.1359125
0,1.4375,1.125,0.3875,10.21999475
1,1.2125,0.9375,0.3625,6.76135575
1,1.5125,1.225,0.375,12.20445975
0,1.325,1.0125,0.325,8.06543275
1,1.625,1.3625,0.4125,18.83824275
0,1.625,1.25,0.3875,16.0174675
0,1.575,1.2375,0.4,14.0897015
0,1.35,1.0125,0.3125,13.65028425
1,1.25,0.9375,0.2875,5.2446575
0,1.125,0.8875,0.2875,6.02426875
0,1.4875,1.1625,0.3125,9.19941275
0,1.55,1.25,0.45,20.581737
1,1.2625,1.1875,0.4,14.4298955
1,1.45,1.1875,0.4125,11.736693
1,1.575,1.25,0.4625,15.30873
0,1.575,1.2375,0.4375,17.1514475
0,1.425,1.0375,0.325,12.11941125
0,1.525,1.175,0.3875,14.0897015
1,1.2,0.95,0.3375,5.42892925
0,1.225,0.95,0.35,6.53455975
1,1.5375,1.25,0.4125,13.834556
1,1.425,1.1,0.3125,10.41844125
1,1.5625,1.2,0.425,17.67591325
1,1.1,0.8625,0.2625,4.6776675
1,1.6125,1.225,0.475,13.5794105
0,1.4375,1.1125,0.4,11.35397475
0,1.3,1.05,0.4,7.2291225
1,1.575,1.2375,0.475,15.195332
0,1.6,1.3125,0.45,13.79203175
1,1.55,1.25,0.4375,14.13222575
1,1.2875,0.9875,0.35,7.9662095
1,1.6,1.35,0.4375,17.7751365
1,1.2875,0.9375,0.275,8.51902475
1,1.3125,1.0375,0.375,9.3269855
0,1.25,1,0.3125,7.654365
0,1.8,1.4125,0.5,20.354941
1,1.5,1.175,0.475,13.947954
0,1.625,1.3625,0.4,13.8062065
0,1.4125,1.1,0.4375,11.1413535
0,1.5625,1.1875,0.4,14.18892475
1,1.5625,1.225,0.4375,12.71475075
0,1.625,1.275,0.3875,20.45416425
1,1.5375,1.1875,0.425,15.3937785
0,1.7,1.3625,0.4625,20.05727125
0,1.55,1.2125,0.5125,10.98543125
0,1.3125,0.9625,0.25,6.973977
1,1.0875,0.8125,0.2875,4.365823
1,1.425,1.1625,0.4,8.91591775
1,1.625,1.275,0.425,20.53921275
1,1.325,1.0875,0.425,8.46232575
1,1.125,0.9,0.275,5.7549485
1,0.925,0.7125,0.2625,3.18931875
0,1.2875,0.95,0.3375,8.15048125
1,1.175,0.8875,0.35,4.32329875
1,1.375,1.1625,0.45,9.19941275
0,1.025,0.8125,0.25,4.139027
0,1.25,1,0.3625,6.123492
0,1.5625,1.25,0.4375,13.08329425
0,0.9,0.7375,0.25,1.871067
0,1.175,0.925,0.45,5.42892925
1,1.2625,1.0125,0.45,6.7755305
0,1.1875,0.925,0.3125,6.13766675
1,1.3625,1.1,0.3375,12.1619355
0,1.2375,0.95,0.3375,7.4559185
0,1.475,1.1625,0.3375,12.00601325
1,1.5875,1.2125,0.4125,15.97494325
0,1.7375,1.425,0.5,21.2904745
1,1.4875,1.175,0.4125,13.9196045
1,1.3125,1.0125,0.2875,8.80251975
1,1.7,1.3,0.4625,17.4349425
0,1.0625,0.7625,0.275,4.9044635
0,1.4625,1.1625,0.4,13.02659525
0,1.25,0.95,0.3,7.7394135
0,1.4375,1.0875,0.3375,12.246984
0,1.625,1.3,0.525,18.89494175
1,1.375,1.075,0.35,10.6310625
1,1.5,1.175,0.375,10.2908685
0,1.4125,0.975,0.3125,9.979024
1,1.2625,1,0.4125,7.58349125
1,1.6625,1.3,0.4125,20.68096025
0,1.475,1.225,0.3375,11.963489
1,1.725,1.4,0.5375,19.27766
0,1.3125,1.05,0.3875,12.133586
1,1.1875,0.9375,0.375,5.54232725
1,1.35,1.0875,0.4375,9.128539
0,1.45,1.1625,0.375,10.5176645
0,1.1875,0.9625,0.3625,6.6621325
1,1.6875,1.4125,0.4875,21.67319275
0,1.3,1,0.4125,7.78193775
0,1.2,0.9375,0.3625,6.123492
0,1.3,1.0625,0.3875,8.4198015
1,1.25,0.9625,0.2625,5.08873525
1,1.625,1.2875,0.4875,14.72756525
1,1.1375,0.925,0.2625,6.123492
0,1.4375,1.125,0.3375,10.035723
0,1.7,1.2875,0.425,23.85610425
0,1.375,1.125,0.325,10.716111
0,1.5125,1.1875,0.35,15.7339725
0,1.2375,0.95,0.3,5.5848515
0,1.475,1.1875,0.4,10.81533425
0,1.625,1.3,0.4375,17.4349425
0,1.2375,1,0.3,7.38504475
0,1.575,1.1625,0.375,15.2236815
0,1.3375,1.0875,0.35,10.58853825
0,1.275,1.0375,0.35,8.57572375
1,1.3875,1.075,0.35,9.99319875
0,1.6875,1.3125,0.4375,13.6928085
1,1.1875,0.95,0.35,8.97261675
0,1.4875,1.1375,0.3875,11.793392
1,1.625,1.2625,0.4375,14.47241975
0,1.725,1.3125,0.5,25.98231675
1,1.525,1.225,0.425,13.05494475
1,1.5875,1.2625,0.4625,14.2030995
1,1.15,0.825,0.375,5.91087075
0,1.5625,1.1375,0.425,14.04717725
0,1.4375,1.1375,0.3875,13.28174075
1,1.6,1.2625,0.475,12.57300325
1,1.5625,1.225,0.275,14.92601175
1,1.65,1.25,0.4125,12.99824575
1,1.2875,1.05,0.3375,7.98038425
0,1.2625,1,0.325,8.60407325
0,1.525,1.1875,0.3875,12.94154675
0,1.4375,1.125,0.4125,9.28446125
0,1.275,1.0125,0.325,10.56018875
1,1.45,1.125,0.4875,11.43902325
0,1.4375,1.15,0.4125,11.35397475
0,1.4375,1.1,0.4625,14.38737125
0,1.8,1.4375,0.5375,26.97454925
1,1.525,1.2,0.475,14.78426425
1,1.6625,1.3875,0.4875,16.4710595
0,1.2,0.95,0.3375,5.6699
1,1.6375,1.35,0.5375,19.7029025
0,1.5375,1.125,0.375,20.0430965
0,1.425,1.125,0.3875,14.5432935
1,1.4125,1.125,0.4625,8.561549
0,1.2625,0.9625,0.325,8.88756825
1,1.3,1.0625,0.3625,5.8683465
0,1.6125,1.2625,0.375,14.7133905
0,1.6125,1.275,0.3875,18.15785475
1,1.7,1.375,0.4375,20.2131935
1,1.875,1.5375,0.5125,23.2749395
0,1.5,1.1875,0.425,14.401546
0,1.375,1.05,0.4,17.93105875
0,1.375,1.1,0.3875,10.33339275
0,1.3125,0.95,0.3125,8.5898985
0,1.225,0.975,0.375,6.3786375
0,1.6375,1.275,0.5375,25.18853075
0,1.45,1.175,0.4125,9.11436425
1,1.45,1.1125,0.375,11.3398
0,1.625,1.275,0.4375,14.04717725
0,1.575,1.325,0.45,17.519991
1,1.125,0.875,0.3125,5.2446575
1,1.6625,1.425,0.4625,19.74542675
1,1.325,1.025,0.3625,10.6310625
0,1.475,1.2,0.4,16.11669075
0,1.5,1.25,0.4,11.32562525
1,1.2625,0.9375,0.45,6.59125875
0,1.5375,1.2,0.45,13.73533275
1,1.5625,1.2125,0.4,16.7545545
1,1.6875,1.325,0.4875,17.57669
0,1.4125,1.1,0.3125,10.19164525
1,1.6,1.2625,0.4125,14.78426425
1,1.2625,1.0125,0.4,7.6827145
1,1.175,0.9,0.275,6.7188315
0,1.625,1.3125,0.475,17.76096175
1,1.4625,1.1625,0.4125,11.43902325
1,1.4375,1.175,0.4125,12.3320325
0,1.675,1.2875,0.4125,14.911837
0,1.475,1.1625,0.35,13.31009025
1,1.225,0.9125,0.3625,5.65572525
0,1.4875,1.1625,0.375,12.28950825
1,1.7875,1.4125,0.45,23.926978
1,1.5,1.1875,0.4,13.7495075
1,1.5875,1.275,0.425,15.081934
0,1.125,0.8375,0.35,5.28718175
1,1.1875,0.9375,0.3125,6.7188315
0,1.6375,1.2625,0.4125,17.10892325
0,1.2,0.9625,0.3625,8.29222875
1,1.225,0.975,0.3375,6.98815175
1,1.6375,1.325,0.475,13.9763035
1,1.1625,0.875,0.325,5.51397775
1,1.25,0.925,0.3375,4.86193925
0,1.65,1.25,0.4125,18.9091165
1,1.6125,1.2,0.475,19.63202875
0,1.675,1.275,0.45,26.251637
0,1.4375,1.1,0.3625,11.18387775
0,1.5625,1.2,0.425,19.0225145
0,1.5875,1.3125,0.4,15.40795325
0,1.5625,1.2625,0.5375,14.061352
1,1.675,1.3,0.4875,21.488921
1,1.525,1.125,0.325,11.0279555
1,1.6625,1.2625,0.4,17.8885345
0,1.7625,1.375,0.525,18.5689225
1,1.4875,1.25,0.45,12.48795475
0,1.1125,0.85,0.3,5.4714535
1,1.6375,1.275,0.375,13.59358525
1,1.3625,1,0.35,10.432616
0,1.175,0.9375,0.325,6.066793
0,1.5375,1.2625,0.4125,13.87708025
1,1.1,0.8875,0.2875,4.49339575
0,1.5625,1.175,0.3625,19.1359125
0,1.475,1.125,0.3,9.48290775
0,1.5125,1.1125,0.35,12.17611025
0,1.4375,1.1125,0.425,15.5638755
0,1.65,1.2125,0.3875,17.293195
0,1.425,1.125,0.35,9.59630575
1,1.5125,1.175,0.4125,17.3215445
0,1.1375,0.9125,0.2375,6.36446275
1,1.2,0.9125,0.3375,8.34892775
0,1.475,1.0875,0.4125,12.82814875
1,1.7375,1.325,0.5,21.262125
1,1.0625,0.8625,0.275,3.5436875
0,1.375,1.05,0.3625,9.1001895
1,1.4875,1.1375,0.4,12.813974
1,1.5875,1.2625,0.3625,14.3164975
0,1.425,1.1,0.2375,9.62465525
0,1.1125,0.8,0.3,5.6415505
1,1.5,1.25,0.3875,17.67591325
1,1.375,1.125,0.3625,8.3631025
1,1.4625,1.1625,0.425,10.95708175
1,1.2,1,0.3125,6.02426875
0,1.6375,1.3,0.45,20.36911575
1,1.4875,1.2375,0.4625,11.793392
1,1.625,1.275,0.3875,13.6928085
0,1.55,1.175,0.3625,14.4865945
1,1.2,0.9625,0.3375,5.37223025
1,1.575,1.2,0.375,11.113004
0,1.4125,1.0875,0.4625,9.3269855
0,0.9625,0.775,0.25,3.01922175
0,1.525,1.2,0.35,14.628342
0,1.5875,1.2,0.475,16.51358375
1,1.45,1.1375,0.3,11.3114505
0,1.3375,1.05,0.375,7.29999625
1,1.5875,1.225,0.425,15.26620575
0,1.275,1.025,0.3625,10.95708175
1,1.5875,1.2125,0.475,17.973583
1,1.0375,0.85,0.325,4.139027
0,1.7,1.3375,0.4625,20.53921275
1,1.6375,1.2625,0.475,16.82542825
0,1.5625,1.25,0.425,13.16834275
0,1.525,1.1875,0.3875,15.705623
1,1.225,0.95,0.325,6.4920355
1,1.5,1.125,0.35,10.489315
1,1.6,1.275,0.5,17.293195
0,1.375,1.0125,0.35,6.917278
0,1.6125,1.2875,0.4,14.344847
1,1.725,1.3875,0.5125,22.07008575
0,1.65,1.2875,0.5,21.2337755
0,1.425,1.05,0.35,11.793392
0,1.4,1.125,0.35,13.380964
0,1.575,1.2875,0.3875,11.63746975
1,1.325,0.9625,0.3125,8.1930055
0,1.65,1.2875,0.3875,20.00057225
0,1.625,1.3125,0.4625,18.8524175
1,1.125,0.9125,0.2875,9.015141
0,1.525,1.25,0.4125,13.93377925
1,1.5875,1.2125,0.4125,18.937466
1,1.55,1.275,0.5125,13.53688625
1,0.925,0.725,0.2875,3.1467945
0,1.4375,1.0875,0.375,8.3064035
1,1.3125,1.1,0.375,10.44679075
1,1.2625,0.95,0.3625,8.32057825
0,1.6125,1.2625,0.4625,16.782904
0,1.325,1.0625,0.3875,8.7032965
1,1.6875,1.375,0.475,20.14231975
0,1.75,1.5,0.575,22.97726975
0,1.4375,1,0.3875,10.21999475
1,1.15,0.9125,0.3125,5.839997
1,1.2125,0.9375,0.3375,5.45727875
1,1.4125,1.15,0.375,9.79475225
0,1.4625,1.125,0.375,12.23280925
1,1.225,0.925,0.35,6.8889285
1,1.3875,1.0125,0.3,12.99824575
0,1.2875,1.05,0.35,7.10154975
1,1.075,0.8125,0.2875,4.18155125
1,1.5375,1.1875,0.3875,12.6722265
1,1.5625,1.25,0.4,16.23008875
1,1.1,0.825,0.2875,4.0539785
0,1.3875,1.075,0.4125,7.75358825
0,1.475,1.15,0.3875,9.2702865
0,1.5125,1.175,0.2875,11.12717875
0,1.3875,1.1125,0.325,11.97766375
1,1.4,1.1375,0.475,8.0229085
1,1.6,1.3,0.4375,12.03436275
0,1.4375,1.0625,0.35,11.1413535
1,1.7,1.2875,0.4375,14.52911875
0,1,0.725,0.2875,3.16096925
0,0.875,0.6625,0.225,2.82077525
1,1.35,1.1,0.4,11.0846545
0,1.625,1.3125,0.4625,18.83824275
0,1.4,1.0375,0.3625,12.190285
1,1.7,1.275,0.5,20.241543
1,1.6125,1.275,0.4,16.48523425
1,1.5375,1.2375,0.4,16.48523425
1,1.3125,1.025,0.3375,11.52407175
0,1.5,1.15,0.45,11.9918385
0,1.7375,1.325,0.525,18.824068
1,1.45,1.25,0.4125,10.489315
0,1.7,1.35,0.475,20.31241675
1,1.3,1.025,0.4,8.06543275
1,1.35,1.0625,0.4,10.41844125
0,1.175,0.9375,0.2875,4.77689075
1,1.425,1.125,0.375,15.0535845
0,1.725,1.375,0.45,18.86659225
0,1.5,1.125,0.4875,17.4916415
1,1.25,1.1,0.3875,5.74077375
1,1.7375,1.4,0.55,23.96950225
0,1.325,1.0625,0.325,8.49067525
0,1.6,1.2125,0.375,14.72756525
0,1.2375,0.975,0.375,9.31281075
0,1.4875,1.125,0.3625,13.1258185
0,1.4,1.0625,0.3375,14.4298955
0,1.85,1.3375,0.4625,20.808533
0,1.45,1.175,0.4125,11.15552825
1,1.225,0.95,0.3125,6.9456275
0,1.6125,1.3,0.4375,20.0997955
1,1.6875,1.375,0.45,15.932419
0,1.225,0.95,0.3375,6.16601625
0,1.45,1.1,0.375,14.685041
0,1.7375,1.3125,0.4375,19.731252
0,1.5,1.2,0.3875,12.7856245
1,1.1625,0.9375,0.3375,6.30776375
0,1.5,1.2375,0.4625,14.33067225
1,1.3,1,0.3125,8.3631025
0,1.525,1.1875,0.4375,11.5949455
1,1.1125,0.8375,0.275,5.74077375
1,1.3875,1.05,0.35,9.355335
0,0.925,0.7,0.25,3.01922175
1,1.6625,1.325,0.4625,12.927372
1,1.1875,0.875,0.2875,4.86193925
0,1.3375,1.025,0.375,9.7805775
1,1.425,1.2375,0.4,12.813974
0,1.7375,1.45,0.5,19.1359125
1,1.3625,1.025,0.3125,8.34892775
0,1.45,1.1125,0.4,13.891255
1,1.8125,1.5,0.5,19.7596015
0,1.6625,1.2625,0.4,17.42076775
0,1.675,1.25,0.5,16.329312
1,1.4625,1.1875,0.4625,9.82310175
0,1.15,0.9375,0.35,5.443104
1,1.525,1.2375,0.4625,15.195332
1,1,0.8,0.275,3.98310475
1,1.4375,1.1125,0.35,10.90038275
0,1.7375,1.325,0.375,18.07280625
1,1.45,1.15,0.375,15.80484625
0,1.525,1.2125,0.4,15.06775925
1,1.6,1.1875,0.4375,13.79203175
0,1.425,1.0125,0.4,9.76640275
1,1.2875,1.075,0.35,10.4042665
0,1.25,1,0.325,10.489315
1,1.5625,1.3125,0.5375,14.50076925
0,1.3,1,0.3,6.633783
1,1.5625,1.2125,0.4125,14.38737125
0,1.5,1.1625,0.4125,13.1825175
1,1.65,1.3,0.45,14.911837
1,1.6625,1.2875,0.4625,15.86154525
1,1.4875,1.1375,0.35,11.04213025
1,1.425,1.1,0.3,10.829509
0,1.6125,1.275,0.4875,16.68368075
0,1.5125,1.175,0.4,14.10387625
0,1.075,0.875,0.275,4.74854125
0,1.025,0.75,0.25,3.515338
0,1.725,1.35,0.4625,21.89998875
1,1.4,1.075,0.3625,11.04213025
1,1.575,1.2625,0.4875,14.628342
1,1.5625,1.1125,0.4,13.04077
0,1.5625,1.25,0.45,18.2854275
1,1.4875,1.175,0.3875,12.79979925
0,1.5,1.15,0.425,12.927372
1,1.4,1.125,0.4,12.1619355
1,1.375,1.075,0.35,7.27164675
0,1.625,1.3,0.425,17.44911725
0,1.4875,1.1875,0.4,11.566596
0,1.6125,1.25,0.475,14.855138
0,0.95,0.675,0.2375,2.36718325
1,1.25,0.9875,0.375,9.17106325
1,1.1125,0.8125,0.3125,5.06038575
0,1.0375,0.7625,0.25,4.422522
1,1.4,1.1375,0.3125,9.752228
